Method,Video,Episode,Chunk,Action_proposed,Applied_Action,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,bigbuckbunny,0,17,1,1,750,966.8,4.0,4.0,0.054,83.73,0.0,83.5,0,0.0,1,750,0.0,83.73,83.73,-0.23000000000000398,0.054,1
Proposed,bigbuckbunny,0,18,1,1,750,810.4,4.0,5.35,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,19,1,1,750,971.9,5.35,6.46,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,20,1,1,750,704.0,6.46,4.0,1.246,83.73,0.0,78.37,0,0.0,1,750,0.0,83.73,83.73,-5.359999999999999,1.246,1
Proposed,bigbuckbunny,0,21,1,1,750,1036.7,4.0,5.66,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,0,22,1,1,750,1087.5,5.66,7.8,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,0,23,2,2,1200,1111.3,7.8,8.66,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,0,24,2,2,1200,1138.6,8.66,7.69,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,0,25,2,2,1200,1073.9,7.69,8.54,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,0,26,2,2,1200,1065.4,8.54,9.49,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,0,27,2,2,1200,984.5,9.49,10.85,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,0,28,2,2,1200,824.4,10.85,8.3,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,77.12,13.219999999999999,0.0,0
Proposed,bigbuckbunny,0,29,2,2,1200,1037.6,8.3,8.48,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,0,30,2,2,1200,1055.3,8.48,7.66,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,0,31,2,2,1200,1126.0,7.66,7.45,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,0,32,1,1,750,892.4,7.45,4.11,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,0,33,1,1,750,941.8,4.11,5.95,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,34,1,1,750,463.6,5.95,4.0,2.168,83.73,0.0,74.41,0,0.0,1,750,0.0,83.73,83.73,-9.320000000000007,2.168,1
Proposed,bigbuckbunny,0,35,1,1,750,1052.0,4.0,5.24,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,36,1,1,750,355.7,5.24,4.0,13.782,83.73,0.0,24.47,0,0.0,1,750,3.657,83.73,68.0,-43.53,10.125,1
Proposed,bigbuckbunny,0,37,1,1,750,952.1,4.0,5.29,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,38,1,1,750,1023.8,5.29,6.35,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,39,1,1,750,960.6,6.35,6.69,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,40,1,1,750,955.9,6.69,5.91,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,41,1,1,750,880.2,5.91,6.77,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,0,42,2,2,1200,1063.0,6.77,8.27,0.0,90.34,6.61,83.73,0,0.0,3,1850,0.0,95.49,83.73,0.0,0.0,0
Proposed,bigbuckbunny,0,43,2,2,1200,934.7,8.27,10.1,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,0,44,2,2,1200,994.6,10.1,9.72,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,0,45,2,2,1200,1000.9,9.72,10.94,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,0,46,2,2,1200,858.9,10.94,11.54,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.711,95.49,92.43,-2.0900000000000034,-0.711,0
Proposed,bigbuckbunny,0,47,2,2,1200,1103.0,11.54,12.73,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.325,95.49,94.09,-3.75,-0.325,0
Proposed,bigbuckbunny,1,0,1,1,750,587.0,2.88,4.0,5.27,83.73,0.0,61.07,0,0.0,0,300,0.382,66.58,64.94,-3.8699999999999974,4.888,0
Proposed,bigbuckbunny,1,1,1,1,750,787.1,4.0,5.52,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,66.58,17.150000000000006,0.0,1
Proposed,bigbuckbunny,1,2,1,1,750,677.6,5.52,6.86,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,3,1,1,750,650.6,6.86,7.88,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,4,1,1,750,725.7,7.88,7.71,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,5,2,2,1200,824.8,7.71,9.11,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,1,6,2,2,1200,252.3,9.11,4.0,3.445,90.34,0.0,75.53,0,0.0,1,750,0.0,83.73,83.73,-8.200000000000003,3.445,0
Proposed,bigbuckbunny,1,7,1,1,750,761.1,4.0,6.03,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,1,8,1,1,750,502.5,6.03,4.0,2.558,83.73,0.0,72.73,0,0.0,1,750,0.32,83.73,82.35,-9.61999999999999,2.238,1
Proposed,bigbuckbunny,1,9,1,1,750,618.3,4.0,5.73,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,10,1,1,750,583.5,5.73,6.97,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,11,1,1,750,488.0,6.97,4.09,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,12,1,1,750,778.7,4.09,4.0,3.325,83.73,0.0,69.43,0,0.0,1,750,3.325,83.73,69.43,0.0,0.0,1
Proposed,bigbuckbunny,1,13,1,1,750,653.2,4.0,4.0,2.027,83.73,0.0,75.02,0,0.0,1,750,2.027,83.73,75.02,0.0,0.0,1
Proposed,bigbuckbunny,1,14,1,1,750,587.3,4.0,4.0,3.337,83.73,0.0,69.38,0,0.0,1,750,3.337,83.73,69.38,0.0,0.0,1
Proposed,bigbuckbunny,1,15,1,1,750,472.8,4.0,4.0,4.983,83.73,0.0,62.3,0,0.0,1,750,4.983,83.73,62.3,0.0,0.0,1
Proposed,bigbuckbunny,1,16,1,1,750,790.7,4.0,4.0,4.862,83.73,0.0,62.83,0,0.0,1,750,4.862,83.73,62.83,0.0,0.0,1
Proposed,bigbuckbunny,1,17,1,1,750,576.4,4.0,4.0,2.799,83.73,0.0,71.69,0,0.0,1,750,2.799,83.73,71.69,0.0,0.0,1
Proposed,bigbuckbunny,1,18,1,1,750,793.4,4.0,5.29,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,19,1,1,750,446.8,5.29,4.0,1.001,83.73,0.0,79.43,0,0.0,1,750,1.001,83.73,79.43,0.0,0.0,1
Proposed,bigbuckbunny,1,20,1,1,750,561.7,4.0,4.0,5.653,83.73,0.0,59.42,0,0.0,1,750,5.653,83.73,59.42,0.0,0.0,1
Proposed,bigbuckbunny,1,21,1,1,750,529.7,4.0,4.0,0.576,83.73,0.0,81.25,0,0.0,1,750,0.576,83.73,81.25,0.0,0.0,1
Proposed,bigbuckbunny,1,22,1,1,750,362.6,4.0,4.0,1.597,83.73,0.0,76.86,0,0.0,1,750,1.597,83.73,76.86,0.0,0.0,1
Proposed,bigbuckbunny,1,23,1,1,750,712.6,4.0,4.95,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,24,1,1,750,475.3,4.95,4.0,2.505,83.73,0.0,72.96,0,0.0,1,750,2.505,83.73,72.96,0.0,0.0,1
Proposed,bigbuckbunny,1,25,1,1,750,474.9,4.0,4.0,0.443,83.73,0.0,81.82,0,0.0,1,750,0.443,83.73,81.82,0.0,0.0,1
Proposed,bigbuckbunny,1,26,1,1,750,616.4,4.0,4.7,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,27,1,1,750,428.1,4.7,4.9,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,28,1,1,750,475.6,4.9,4.0,2.194,83.73,0.0,74.3,0,0.0,1,750,2.194,83.73,74.3,0.0,0.0,1
Proposed,bigbuckbunny,1,29,1,1,750,809.7,4.0,4.95,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,30,1,1,750,699.9,4.95,4.4,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,31,1,1,750,420.5,4.4,4.0,2.637,83.73,0.0,72.39,0,0.0,1,750,2.637,83.73,72.39,0.0,0.0,1
Proposed,bigbuckbunny,1,32,1,1,750,473.9,4.0,4.0,9.831,83.73,0.0,41.46,0,0.0,1,750,9.831,83.73,41.46,0.0,0.0,1
Proposed,bigbuckbunny,1,33,1,1,750,654.6,4.0,4.89,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,34,1,1,750,689.7,4.89,4.0,0.563,83.73,0.0,81.31,0,0.0,1,750,0.563,83.73,81.31,0.0,0.0,1
Proposed,bigbuckbunny,1,35,1,1,750,677.2,4.0,4.0,0.285,83.73,0.0,82.5,0,0.0,1,750,0.285,83.73,82.5,0.0,0.0,1
Proposed,bigbuckbunny,1,36,1,1,750,444.9,4.0,4.0,11.208,83.73,0.0,35.54,0,0.0,1,750,11.208,83.73,35.54,0.0,0.0,1
Proposed,bigbuckbunny,1,37,1,1,750,795.5,4.0,4.75,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,38,1,1,750,664.8,4.75,4.23,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,1,39,1,1,750,743.5,4.23,4.0,0.503,83.73,0.0,81.57,0,0.0,1,750,0.503,83.73,81.57,0.0,0.0,1
Proposed,bigbuckbunny,1,40,1,1,750,649.3,4.0,4.0,3.027,83.73,0.0,70.71,0,0.0,1,750,3.027,83.73,70.71,0.0,0.0,1
Proposed,bigbuckbunny,1,41,1,1,750,598.7,4.0,4.0,0.623,83.73,0.0,81.05,0,0.0,1,750,0.623,83.73,81.05,0.0,0.0,1
Proposed,bigbuckbunny,1,42,1,1,750,981.2,4.0,6.31,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,1,43,2,2,1200,1001.1,6.31,8.28,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,1,44,2,2,1200,505.3,8.28,4.0,0.331,90.34,0.0,88.92,0,0.0,2,1200,1.347,90.34,84.55,4.3700000000000045,-1.016,1
Proposed,bigbuckbunny,1,45,1,1,750,571.6,4.0,4.96,0.0,83.73,6.61,77.12,0,0.0,2,1200,0.871,90.34,86.6,-9.47999999999999,-0.871,0
Proposed,bigbuckbunny,1,46,1,1,750,594.1,4.96,5.88,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.918,90.34,86.39,-2.6599999999999966,-0.918,0
Proposed,bigbuckbunny,1,47,1,1,750,930.5,5.88,7.8,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,0,1,1,750,1126.0,1.25,4.0,3.001,83.73,0.0,70.83,0,0.0,1,750,3.001,83.73,70.83,0.0,0.0,1
Proposed,bigbuckbunny,2,1,1,1,750,892.4,4.0,5.81,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,2,2,2,1200,941.8,5.81,6.75,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,3,2,2,1200,463.6,6.75,4.06,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,4,1,1,750,1052.0,4.06,5.19,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,5,2,2,1200,355.7,5.19,4.0,0.846,90.34,6.61,80.09,0,0.0,1,750,0.0,83.73,83.73,-3.6400000000000006,0.846,0
Proposed,bigbuckbunny,2,6,1,1,750,952.1,4.0,5.92,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,7,2,2,1200,1023.8,5.92,7.57,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,8,1,1,750,960.6,7.57,7.08,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,9,2,2,1200,955.9,7.08,8.73,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,10,2,2,1200,880.2,8.73,9.81,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,11,2,2,1200,1063.0,9.81,8.75,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,12,1,1,750,934.7,8.75,6.58,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,13,1,1,750,994.6,6.58,6.62,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,14,1,1,750,1000.9,6.62,6.32,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,15,1,1,750,858.9,6.32,5.37,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,16,1,1,750,1103.0,5.37,4.0,0.983,83.73,0.0,79.5,0,0.0,1,750,0.0,83.73,83.73,-4.230000000000004,0.983,1
Proposed,bigbuckbunny,2,17,1,1,750,966.8,4.0,4.0,0.054,83.73,0.0,83.5,0,0.0,1,750,0.0,83.73,83.73,-0.23000000000000398,0.054,1
Proposed,bigbuckbunny,2,18,1,1,750,810.4,4.0,5.35,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,19,1,1,750,971.9,5.35,6.46,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,20,1,1,750,704.0,6.46,4.0,1.246,83.73,0.0,78.37,0,0.0,1,750,0.0,83.73,83.73,-5.359999999999999,1.246,1
Proposed,bigbuckbunny,2,21,1,1,750,1036.7,4.0,5.66,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,22,1,1,750,1087.5,5.66,7.8,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,23,2,2,1200,1111.3,7.8,8.66,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,24,2,2,1200,1138.6,8.66,7.69,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,25,2,2,1200,1073.9,7.69,8.54,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,26,2,2,1200,1065.4,8.54,9.49,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,27,2,2,1200,984.5,9.49,10.85,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,2,28,2,2,1200,824.4,10.85,8.3,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,77.12,13.219999999999999,0.0,0
Proposed,bigbuckbunny,2,29,2,2,1200,1037.6,8.3,8.48,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,30,2,2,1200,1055.3,8.48,7.66,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,31,2,2,1200,1126.0,7.66,7.45,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,2,32,1,1,750,892.4,7.45,4.11,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,2,33,1,1,750,941.8,4.11,5.95,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,34,1,1,750,463.6,5.95,4.0,2.168,83.73,0.0,74.41,0,0.0,1,750,0.0,83.73,83.73,-9.320000000000007,2.168,1
Proposed,bigbuckbunny,2,35,1,1,750,1052.0,4.0,5.24,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,36,1,1,750,355.7,5.24,4.0,13.782,83.73,0.0,24.47,0,0.0,1,750,3.657,83.73,68.0,-43.53,10.125,1
Proposed,bigbuckbunny,2,37,1,1,750,952.1,4.0,5.29,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,38,1,1,750,1023.8,5.29,6.35,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,39,1,1,750,960.6,6.35,6.69,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,40,1,1,750,955.9,6.69,5.91,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,41,1,1,750,880.2,5.91,6.77,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,2,42,2,2,1200,1063.0,6.77,8.27,0.0,90.34,6.61,83.73,0,0.0,3,1850,0.0,95.49,83.73,0.0,0.0,0
Proposed,bigbuckbunny,2,43,2,2,1200,934.7,8.27,10.1,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,2,44,2,2,1200,994.6,10.1,9.72,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,2,45,2,2,1200,1000.9,9.72,10.94,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,2,46,2,2,1200,858.9,10.94,11.54,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.711,95.49,92.43,-2.0900000000000034,-0.711,0
Proposed,bigbuckbunny,2,47,2,2,1200,1103.0,11.54,12.73,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.325,95.49,94.09,-3.75,-0.325,0
Proposed,bigbuckbunny,3,0,1,1,750,1070.0,1.09,4.0,3.377,83.73,0.0,69.21,0,0.0,1,750,3.377,83.73,69.21,0.0,0.0,1
Proposed,bigbuckbunny,3,1,1,1,750,1465.1,4.0,6.67,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,2,2,2,1200,835.4,6.67,7.21,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,3,3,2,2,1200,338.2,7.21,4.0,1.952,90.34,0.0,81.95,0,0.0,1,750,0.0,83.73,83.73,-1.7800000000000011,1.952,0
Proposed,bigbuckbunny,3,4,1,1,750,799.4,4.0,4.21,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,3,5,2,2,1200,852.7,4.21,5.7,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,3,6,2,2,1200,608.4,5.7,4.49,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,7,1,1,750,376.5,4.49,4.5,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed,bigbuckbunny,3,8,1,1,750,1048.2,4.5,4.39,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed,bigbuckbunny,3,9,2,2,1200,869.5,4.39,5.8,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed,bigbuckbunny,3,10,2,2,1200,861.3,5.8,6.82,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,3,11,1,1,750,846.7,6.82,6.85,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
